Drug_A,MolecularWeight_A,XLogP_A,TPSA_A,Charge_A,HBondDonorCount_A,HBondAcceptorCount_A,RotatableBondCount_A,Volume3D_A,CanonicalSMILES_A,IsomericSMILES_A,Drug_B,MolecularWeight_B,XLogP_B,TPSA_B,Charge_B,HBondDonorCount_B,HBondAcceptorCount_B,RotatableBondCount_B,Volume3D_B,CanonicalSMILES_B,IsomericSMILES_B,Level
Cisapride,465.9,3.4,86.1,0.0,2.0,7.0,9.0,350.7,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,Amprenavir,505.6,2.9,140.0,0.0,3.0,8.0,12.0,389.5,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,Major
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Amprenavir,505.6,2.9,140.0,0.0,3.0,8.0,12.0,389.5,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,Minor
Amprenavir,505.6,2.9,140.0,0.0,3.0,8.0,12.0,389.5,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Minor
Amprenavir,505.6,2.9,140.0,0.0,3.0,8.0,12.0,389.5,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,CC(C)CN(C[C@H]([C@H](CC1=CC=CC=C1)NC(=O)O[C@H]2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N,Tolbutamide,270.35,2.3,83.7,0.0,2.0,3.0,5.0,207.0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Moderate
Lipoic acid,206.3,1.7,87.9,0.0,1.0,4.0,5.0,155.6,C1CSSC1CCCCC(=O)O,C1CSS[C@@H]1CCCCC(=O)O,Acetohexamide,324.4,2.4,101.0,0.0,2.0,4.0,4.0,244.9,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Minor
Lipoic acid,206.3,1.7,87.9,0.0,1.0,4.0,5.0,155.6,C1CSSC1CCCCC(=O)O,C1CSS[C@@H]1CCCCC(=O)O,Tolbutamide,270.35,2.3,83.7,0.0,2.0,3.0,5.0,207.0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Minor
Amcinonide,502.6,3.6,99.1,0.0,1.0,8.0,4.0,375.9,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,Acetohexamide,324.4,2.4,101.0,0.0,2.0,4.0,4.0,244.9,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Minor
Amcinonide,502.6,3.6,99.1,0.0,1.0,8.0,4.0,375.9,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6,CC(=O)OCC(=O)[C@@]12[C@@H](C[C@@H]3[C@@]1(C[C@@H]([C@]4([C@H]3CCC5=CC(=O)C=C[C@@]54C)F)O)C)OC6(O2)CCCC6,Tolbutamide,270.35,2.3,83.7,0.0,2.0,3.0,5.0,207.0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Minor
Acetohexamide,324.4,2.4,101.0,0.0,2.0,4.0,4.0,244.9,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Amoxapine,313.8,2.6,36.9,0.0,1.0,3.0,1.0,233.7,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Moderate
Amoxapine,313.8,2.6,36.9,0.0,1.0,3.0,1.0,233.7,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Cisapride,465.9,3.4,86.1,0.0,2.0,7.0,9.0,350.7,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,Major
Amoxapine,313.8,2.6,36.9,0.0,1.0,3.0,1.0,233.7,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Papaverine,339.4,3.9,49.8,0.0,0.0,5.0,6.0,267.7,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,Major
Amoxapine,313.8,2.6,36.9,0.0,1.0,3.0,1.0,233.7,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Major
Amoxapine,313.8,2.6,36.9,0.0,1.0,3.0,1.0,233.7,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl,Tolbutamide,270.35,2.3,83.7,0.0,2.0,3.0,5.0,207.0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Moderate
Cisapride,465.9,3.4,86.1,0.0,2.0,7.0,9.0,350.7,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,Bedaquiline,555.5,7.2,45.6,0.0,1.0,4.0,8.0,415.4,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,Major
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Bedaquiline,555.5,7.2,45.6,0.0,1.0,4.0,8.0,415.4,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,Moderate
Papaverine,339.4,3.9,49.8,0.0,0.0,5.0,6.0,267.7,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,Bedaquiline,555.5,7.2,45.6,0.0,1.0,4.0,8.0,415.4,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,Major
Stanozolol,328.5,4.5,48.9,0.0,2.0,2.0,0.0,259.3,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(CC5=C(C4)NN=C5)C,Bedaquiline,555.5,7.2,45.6,0.0,1.0,4.0,8.0,415.4,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,CN(C)CC[C@@](C1=CC=CC2=CC=CC=C21)([C@H](C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,Moderate
Lutein,568.9,11.0,40.5,0.0,2.0,2.0,10.0,495.6,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C,Beta carotene,536.9,13.5,0.0,0.0,0.0,0.0,10.0,477.9,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(CCCC2(C)C)C)\C)\C)/C)/C,Minor
Butabarbital,212.25,1.6,75.3,0.0,2.0,3.0,3.0,160.5,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,Dihydrotachysterol,398.7,7.7,20.2,0.0,1.0,1.0,5.0,343.2,CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O,C[C@H]\1CC[C@@H](C/C1=C\C=C\2/CCC[C@]3([C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C)O,Moderate
Butabarbital,212.25,1.6,75.3,0.0,2.0,3.0,3.0,160.5,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,CCC(C)C1(C(=O)NC(=O)NC1=O)CC,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Moderate
Dexbrompheniramine,319.24,3.5,16.1,0.0,0.0,2.0,5.0,228.1,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2,CN(C)CC[C@@H](C1=CC=C(C=C1)Br)C2=CC=CC=N2,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Moderate
Acetohexamide,324.4,2.4,101.0,0.0,2.0,4.0,4.0,244.9,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Chlorpromazine,318.9,5.2,31.8,0.0,0.0,3.0,4.0,245.9,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Moderate
Chlorpromazine,318.9,5.2,31.8,0.0,0.0,3.0,4.0,245.9,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Cisapride,465.9,3.4,86.1,0.0,2.0,7.0,9.0,350.7,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,Major
Chlorpromazine,318.9,5.2,31.8,0.0,0.0,3.0,4.0,245.9,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Papaverine,339.4,3.9,49.8,0.0,0.0,5.0,6.0,267.7,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,Moderate
Chlorpromazine,318.9,5.2,31.8,0.0,0.0,3.0,4.0,245.9,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Moderate
Chlorpromazine,318.9,5.2,31.8,0.0,0.0,3.0,4.0,245.9,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,Tolbutamide,270.35,2.3,83.7,0.0,2.0,3.0,5.0,207.0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Astemizole,458.6,6.0,42.3,0.0,1.0,5.0,8.0,367.3,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,COC1=CC=C(C=C1)CCN2CCC(CC2)NC3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F,Major
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Boceprevir,519.7,3.1,151.0,0.0,4.0,5.0,10.0,408.1,CC1(C2C1C(N(C2)C(=O)C(C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)NC(CC3CCC3)C(=O)C(=O)N)C,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Cerivastatin,459.5,3.6,99.9,0.0,3.0,7.0,11.0,366.7,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)C=CC(CC(CC(=O)O)O)O,CC(C)C1=C(C(=C(C(=N1)C(C)C)COC)C2=CC=C(C=C2)F)/C=C/[C@H](C[C@H](CC(=O)O)O)O,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Cisapride,465.9,3.4,86.1,0.0,2.0,7.0,9.0,350.7,COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,CO[C@H]1CN(CC[C@H]1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Copanlisib,480.5,0.3,140.0,0.0,2.0,9.0,7.0,354.4,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,Moderate
Diethylstilbestrol,268.3,5.1,40.5,0.0,2.0,2.0,4.0,224.1,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC/C(=C(/CC)\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)O,Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Ergometrine,325.4,1.8,68.4,0.0,3.0,3.0,3.0,254.0,CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,C[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)C2=C1)C,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Estrone,270.4,3.1,37.3,0.0,1.0,2.0,0.0,216.5,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Halofantrine,500.4,8.6,23.5,0.0,1.0,5.0,10.0,374.1,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,Major
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Levobupivacaine,288.4,3.4,32.3,0.0,1.0,2.0,5.0,241.8,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,CCCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Levacetylmethadol,353.5,4.3,29.5,0.0,0.0,3.0,9.0,290.1,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,CC[C@@H](C(C[C@H](C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,Major
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Lomitapide,693.7,8.6,61.4,0.0,2.0,9.0,10.0,521.3,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,Major
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Lonafarnib,638.8,4.8,79.5,0.0,1.0,3.0,3.0,413.8,C1CN(CCC1CC(=O)N2CCC(CC2)C3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,C1CN(CCC1CC(=O)N2CCC(CC2)[C@@H]3C4=C(CCC5=C3N=CC(=C5)Br)C=C(C=C4Br)Cl)C(=O)N,Major
Methysergide,353.5,2.3,57.5,0.0,2.0,3.0,4.0,279.9,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,CC[C@@H](CO)NC(=O)[C@H]1CN([C@@H]2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Norgestrel,312.4,3.3,37.3,0.0,1.0,2.0,2.0,251.4,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Quinidine,324.4,2.9,45.6,0.0,1.0,4.0,4.0,253.0,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O,Moderate
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Sibutramine,279.8,5.4,3.2,0.0,0.0,1.0,5.0,224.6,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,Minor
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Terfenadine,471.7,6.6,43.7,0.0,2.0,3.0,9.0,390.3,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Major
Clotrimazole,344.8,5.0,17.8,0.0,0.0,1.0,4.0,265.5,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,Valdecoxib,314.4,2.6,94.6,0.0,1.0,5.0,3.0,236.8,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N,Moderate
Acetohexamide,324.4,2.4,101.0,0.0,2.0,4.0,4.0,244.9,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,Probenecid,285.36,3.2,83.1,0.0,1.0,5.0,7.0,217.6,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,Moderate
Probenecid,285.36,3.2,83.1,0.0,1.0,5.0,7.0,217.6,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,Tolbutamide,270.35,2.3,83.7,0.0,2.0,3.0,5.0,207.0,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Moderate
